episode,reward,score,steps,epsilon,loss
8389,-1.4892,1,215,0.05,0.001072
8390,12.5442,2,348,0.05,0.001003
8391,-9.2908,0,47,0.05,0.001574
8392,9.7983,3,432,0.05,0.001116
8393,11.6633,2,336,0.05,0.000913
8394,-6.1125,1,144,0.05,0.001167
8395,-9.29,0,47,0.05,0.000839
8396,-5.8217,1,67,0.05,0.001313
8397,-6.33,0,56,0.05,0.001641
8398,-7.7692,0,47,0.05,0.001519
8399,-2.8725,1,129,0.05,0.001316
8400,-8.645,0,47,0.05,0.00109
8401,-4.5325,1,88,0.05,0.00084
8402,2.8642,2,220,0.05,0.001095
8403,-0.315,1,179,0.05,0.001294
8404,3.7692,2,298,0.05,0.001284
8405,-4.6625,1,114,0.05,0.000911
8406,-8.1017,0,47,0.05,0.001363
8407,-8.2017,0,57,0.05,0.00136
8408,-9.1067,0,47,0.05,0.002482
8409,-4.4258,1,110,0.05,0.001743
8410,-7.8017,0,59,0.05,0.001202
8411,-6.7033,0,49,0.05,0.00133
8412,-6.3058,1,70,0.05,0.001308
8413,-9.56,0,47,0.05,0.001569
8414,-9.57,0,47,0.05,0.0013
8415,-5.7425,1,124,0.05,0.00136
8416,-2.6517,1,197,0.05,0.001558
8417,-6.0308,0,53,0.05,0.001131
8418,-8.5633,0,47,0.05,0.001257
8419,-8.5342,0,47,0.05,0.000748
8420,1.0292,1,201,0.05,0.001326
8421,-0.6117,1,197,0.05,0.001136
8422,-2.9342,1,197,0.05,0.001231
8423,0.51,1,195,0.05,0.000997
8424,-8.3942,0,46,0.05,0.000736
8425,-9.55,0,47,0.05,0.001766
8426,-8.4217,0,57,0.05,0.000575
8427,-0.5183,1,197,0.05,0.001151
8428,1.7942,1,197,0.05,0.001202
8429,-5.7083,1,117,0.05,0.001276
8430,-9.3883,0,47,0.05,0.001196
8431,1.3617,2,271,0.05,0.001605
8432,-8.2375,0,57,0.05,0.002326
8433,-1.9683,1,132,0.05,0.001561
8434,2.2458,1,209,0.05,0.001772
8435,-6.3533,0,55,0.05,0.001115
8436,-8.93,0,51,0.05,0.001295
8437,-8.535,0,47,0.05,0.001674
8438,-8.3575,0,47,0.05,0.001345
8439,-8.7517,0,47,0.05,0.001291
8440,-7.74,0,47,0.05,0.000797
8441,-7.4675,0,51,0.05,0.001938
8442,5.0458,2,231,0.05,0.001159
8443,-9.56,0,47,0.05,0.001649
8444,-4.1875,1,129,0.05,0.002311
8445,-9.6,0,47,0.05,0.002966
8446,-4.8008,1,69,0.05,0.002202
8447,-9.61,0,47,0.05,0.001224
8448,-8.64,0,47,0.05,0.000762
8449,6.6033,2,348,0.05,0.001075
8450,-5.31,1,69,0.05,0.00135
8451,-2.2525,1,197,0.05,0.001251
8452,-7.755,0,52,0.05,0.001298
8453,10.2208,3,415,0.05,0.000992
8454,-7.2167,0,55,0.05,0.000933
8455,-7.4933,0,62,0.05,0.001383
8456,0.5325,1,197,0.05,0.001229
8457,-3.7617,1,87,0.05,0.001295
8458,-4.7892,1,153,0.05,0.001239
8459,5.2925,2,324,0.05,0.001153
8460,-8.7167,0,46,0.05,0.001569
8461,-7.255,0,47,0.05,0.001397
8462,-8.91,0,47,0.05,0.000715
8463,-4.1208,1,179,0.05,0.000919
8464,1.245,1,197,0.05,0.001331
8465,-9.56,0,47,0.05,0.002487
8466,-6.3092,0,57,0.05,0.001433
8467,-8.295,0,47,0.05,0.001527
8468,-6.9308,0,62,0.05,0.000755
8469,-7.5967,0,47,0.05,0.001165
8470,-5.045,1,70,0.05,0.001053
8471,-7.1008,0,65,0.05,0.00117
8472,-6.1717,0,64,0.05,0.001302
8473,-8.3133,0,47,0.05,0.001979
8474,-7.7183,0,47,0.05,0.00081
8475,6.5175,2,270,0.05,0.001351
8476,-6.9417,0,59,0.05,0.001245
8477,-6.325,0,59,0.05,0.000901
8478,0.3758,1,202,0.05,0.001416
8479,-8.4258,0,60,0.05,0.00127
8480,-0.7167,1,197,0.05,0.001142
8481,12.6567,3,413,0.05,0.001181
8482,-6.915,0,62,0.05,0.000829
8483,1.01,1,195,0.05,0.001069
8484,-8.2375,0,47,0.05,0.001167
8485,2.6767,1,206,0.05,0.001062
8486,-7.34,0,59,0.05,0.001092
8487,12.6967,2,365,0.05,0.001317
8488,-5.4142,1,79,0.05,0.00137
8489,3.9633,2,233,0.05,0.001245
8490,3.8192,1,207,0.05,0.001383
8491,-1.2075,2,243,0.05,0.000983
8492,-7.5342,0,65,0.05,0.00114
8493,5.0858,2,326,0.05,0.000991
8494,-0.6992,1,197,0.05,0.001006
8495,-0.4542,1,202,0.05,0.00129
8496,3.3075,1,214,0.05,0.001265
8497,-9.4717,0,47,0.05,0.001363
8498,-8.2892,0,47,0.05,0.000798
8499,0.2908,1,214,0.05,0.000981
8500,-4.3392,1,87,0.05,0.001053
8501,11.4025,2,356,0.05,0.001293
8502,-6.02,0,55,0.05,0.001747
8503,10.2275,3,499,0.05,0.001145
8504,-5.3192,1,78,0.05,0.001441
8505,-3.6475,1,69,0.05,0.001198
8506,-8.4283,0,47,0.05,0.001297
8507,-1.4725,1,127,0.05,0.001269
8508,-5.2425,1,81,0.05,0.001062
8509,13.1808,2,348,0.05,0.001368
8510,-4.0292,1,197,0.05,0.001822
8511,-8.4667,0,47,0.05,0.000856
8512,-7.67,0,47,0.05,0.001335
8513,-8.185,0,64,0.05,0.001259
8514,-7.4658,0,47,0.05,0.00123
8515,2.2708,1,197,0.05,0.001259
8516,-5.3975,0,61,0.05,0.001182
8517,22.2408,4,650,0.05,0.001001
8518,-6.495,0,52,0.05,0.001094
8519,-7.3142,0,55,0.05,0.001262
8520,-9.58,0,47,0.05,0.001831
8521,-9.56,0,47,0.05,0.001177
8522,-9.6,0,47,0.05,0.001378
8523,-2.3783,1,197,0.05,0.000954
8524,10.1533,3,370,0.05,0.001395
8525,-9.5767,0,47,0.05,0.000908
8526,-9.4925,0,47,0.05,0.001307
8527,-6.8233,0,50,0.05,0.001321
8528,-5.8467,1,100,0.05,0.001278
8529,-8.5025,0,56,0.05,0.001247
8530,-0.3092,1,197,0.05,0.001557
8531,-9.5425,0,47,0.05,0.001443
8532,-5.6192,1,159,0.05,0.001183
8533,-9.56,0,47,0.05,0.001349
8534,1.14,1,175,0.05,0.001309
8535,4.2425,2,219,0.05,0.001124
8536,-7.3275,0,66,0.05,0.00134
8537,-8.4067,0,47,0.05,0.000727
8538,-8.6758,0,47,0.05,0.00158
8539,-8.6433,0,47,0.05,0.00091
8540,-7.5058,0,47,0.05,0.001921
8541,-4.1583,1,68,0.05,0.00111
8542,-9.59,0,47,0.05,0.001622
8543,-7.7425,0,51,0.05,0.001842
8544,-3.6942,1,118,0.05,0.001285
8545,16.5158,3,515,0.05,0.001339
8546,16.235,3,481,0.05,0.001265
8547,-7.8642,0,47,0.05,0.000766
8548,-9.59,0,47,0.05,0.000756
8549,-7.6133,0,47,0.05,0.00104
8550,-6.295,0,61,0.05,0.000805
8551,-7.4583,0,47,0.05,0.001219
8552,7.9625,2,346,0.05,0.00131
8553,-4.6125,1,98,0.05,0.001109
8554,-5.3908,1,70,0.05,0.001189
8555,26.3175,4,650,0.05,0.001092
8556,1.8167,2,288,0.05,0.001117
8557,-4.1283,1,177,0.05,0.001344
8558,-3.3433,1,120,0.05,0.001068
8559,-9.4058,0,47,0.05,0.001497
8560,-7.4542,0,62,0.05,0.0014
8561,3.625,1,197,0.05,0.00103
8562,-5.5383,0,61,0.05,0.001065
8563,-8.5192,0,47,0.05,0.000956
8564,-9.125,0,32,0.05,0.001974
8565,-7.4875,0,66,0.05,0.001261
8566,-6.425,1,68,0.05,0.001524
8567,-7.6642,0,47,0.05,0.001764
8568,-9.2208,0,32,0.05,0.001509
8569,-6.6958,0,66,0.05,0.000918
8570,-2.8725,1,100,0.05,0.001055
8571,-3.4625,1,127,0.05,0.001004
8572,-8.1383,0,47,0.05,0.001009
8573,0.5058,1,198,0.05,0.001085
8574,-6.0242,0,59,0.05,0.001118
8575,-7.9067,0,47,0.05,0.001795
8576,-7.3358,0,47,0.05,0.000689
8577,-4.8392,0,66,0.05,0.001398
8578,-9.6017,0,47,0.05,0.004108
8579,-7.1883,1,70,0.05,0.00196
8580,6.9767,2,290,0.05,0.001489
8581,-8.36,0,50,0.05,0.000902
8582,-8.9058,0,47,0.05,0.001648
8583,-9.1417,0,47,0.05,0.000747
8584,16.9942,3,508,0.05,0.001148
8585,-2.2292,1,109,0.05,0.001254
8586,-8.6408,0,47,0.05,0.00091
8587,-7.9317,0,47,0.05,0.001072
8588,-4.5208,1,112,0.05,0.001008
8589,0.63,1,217,0.05,0.000927
8590,-5.2375,0,61,0.05,0.001537
8591,3.7917,1,193,0.05,0.001806
8592,1.0792,1,197,0.05,0.001105
8593,8.8883,2,361,0.05,0.00128
8594,-9.59,0,47,0.05,0.00054
8595,-8.3392,0,66,0.05,0.000901
8596,-0.9683,1,201,0.05,0.001307
8597,-2.3583,1,203,0.05,0.001248
8598,-4.6958,1,110,0.05,0.001469
8599,-1.1683,1,197,0.05,0.001079
8600,-8.27,0,47,0.05,0.001264
8601,-9.58,0,47,0.05,0.001052
8602,14.1533,2,352,0.05,0.001075
8603,-8.4342,0,47,0.05,0.001294
8604,-0.0667,1,199,0.05,0.00096
8605,-7.2775,0,54,0.05,0.001068
8606,1.1767,1,197,0.05,0.001062
8607,-7.3417,0,47,0.05,0.00136
8608,20.9217,3,500,0.05,0.001267
8609,-2.8058,1,111,0.05,0.000876
8610,-2.1783,1,197,0.05,0.001033
8611,-8.4058,0,47,0.05,0.001056
8612,-0.1442,1,201,0.05,0.001166
8613,-7.2067,0,47,0.05,0.001361
8614,-9.56,0,47,0.05,0.000671
8615,-1.4792,1,119,0.05,0.001111
8616,-7.7417,0,47,0.05,0.001092
8617,-6.02,0,57,0.05,0.001074
8618,-8.5058,0,47,0.05,0.001091
8619,-8.6467,0,47,0.05,0.00148
8620,3.5483,1,197,0.05,0.001567
8621,-3.6583,1,96,0.05,0.001318
8622,-5.4242,1,70,0.05,0.001098
8623,1.6683,1,197,0.05,0.001391
8624,-8.9675,0,47,0.05,0.00104
8625,1.9483,1,170,0.05,0.001234
8626,-0.1383,1,213,0.05,0.001192
8627,-6.8242,0,65,0.05,0.00138
8628,-7.7142,0,47,0.05,0.000747
8629,6.1867,2,348,0.05,0.001333
8630,-7.1292,0,47,0.05,0.001029
8631,-8.1833,0,49,0.05,0.001216
8632,-9.56,0,47,0.05,0.000605
8633,-7.5683,0,47,0.05,0.001346
8634,-5.6225,1,70,0.05,0.001261
8635,-3.2667,1,105,0.05,0.001272
8636,-6.1125,0,60,0.05,0.001222
8637,-7.8825,0,47,0.05,0.001153
8638,3.1242,1,215,0.05,0.001249
8639,-3.19,1,111,0.05,0.000921
8640,-5.885,0,55,0.05,0.001833
8641,-9.59,0,47,0.05,0.001769
8642,3.5775,1,211,0.05,0.001452
8643,-8.4292,0,47,0.05,0.001875
8644,-9.3417,0,47,0.05,0.001503
8645,-7.7775,0,58,0.05,0.002469
8646,-9.5675,0,47,0.05,0.001278
8647,-8.2192,0,47,0.05,0.001374
8648,10.4542,2,348,0.05,0.001254
8649,-9.4508,0,50,0.05,0.000921
8650,3.8783,1,211,0.05,0.000798
8651,1.2433,1,208,0.05,0.00136
8652,-8.295,0,47,0.05,0.001347
8653,-2.7683,1,197,0.05,0.001296
8654,-6.5942,0,61,0.05,0.000817
8655,-9.57,0,47,0.05,0.001417
8656,-6.1592,0,62,0.05,0.001295
8657,-8.0483,0,47,0.05,0.001031
8658,-9.4158,0,47,0.05,0.001737
8659,-6.165,0,59,0.05,0.00076
8660,-5.4942,1,134,0.05,0.001144
8661,-2.9617,1,197,0.05,0.001306
8662,-1.2842,1,144,0.05,0.000984
8663,-9.3817,0,47,0.05,0.001021
8664,-3.7833,1,68,0.05,0.001071
8665,-7.5117,0,50,0.05,0.001743
8666,-2.5417,1,134,0.05,0.00104
8667,-2.4242,1,171,0.05,0.00127
8668,-3.3042,1,113,0.05,0.001454
8669,-7.6642,0,62,0.05,0.001031
8670,-2.8025,1,166,0.05,0.00115
8671,-6.7442,1,120,0.05,0.001157
8672,1.5567,1,197,0.05,0.001422
8673,-0.6742,1,202,0.05,0.001094
8674,-2.7292,1,115,0.05,0.001243
8675,-9.61,0,47,0.05,0.001428
8676,-8.4767,0,47,0.05,0.002465
8677,-8.3283,0,47,0.05,0.002851
8678,-8.4875,0,57,0.05,0.001184
8679,-5.2575,0,65,0.05,0.002017
8680,-8.1992,0,47,0.05,0.001414
8681,-0.655,1,189,0.05,0.001227
8682,-9.61,0,47,0.05,0.001464
8683,-8.93,0,38,0.05,0.001675
8684,2.1125,2,218,0.05,0.001055
8685,-7.5192,0,50,0.05,0.000758
8686,-7.765,0,47,0.05,0.001094
8687,4.28,1,197,0.05,0.001172
8688,-8.31,0,55,0.05,0.001174
8689,11.7183,2,348,0.05,0.001364
8690,-5.375,1,70,0.05,0.001564
8691,29.0683,4,656,0.05,0.001439
8692,8.3383,2,317,0.05,0.001051
8693,-6.05,0,64,0.05,0.000921
8694,-7.9108,0,56,0.05,0.001456
8695,8.2558,2,359,0.05,0.00127
8696,-3.6142,1,197,0.05,0.00107
8697,-9.1608,0,47,0.05,0.00154
8698,6.935,2,348,0.05,0.001308
8699,-8.6775,0,47,0.05,0.000776
8700,-1.6075,1,166,0.05,0.001162
8701,-1.9292,1,197,0.05,0.0013
8702,-1.1692,1,197,0.05,0.001355
8703,-1.215,1,197,0.05,0.0016
8704,3.4142,1,213,0.05,0.000948
8705,-3.5392,1,108,0.05,0.001063
8706,6.6208,2,292,0.05,0.001256
8707,-9.4133,0,47,0.05,0.001351
8708,-5.4333,1,77,0.05,0.001071
8709,8.495,2,342,0.05,0.000898
8710,-8.85,0,47,0.05,0.000884
8711,-8.05,0,47,0.05,0.001008
8712,0.9142,1,197,0.05,0.000862
8713,-5.8317,0,56,0.05,0.001382
8714,-6.2558,1,69,0.05,0.001074
8715,-7.5275,0,47,0.05,0.000653
8716,-9.57,0,47,0.05,0.00117
8717,-7.1933,0,56,0.05,0.001187
8718,18.5575,3,518,0.05,0.001182
8719,4.4067,2,221,0.05,0.00139
8720,-3.635,1,152,0.05,0.001733
8721,-6.2267,0,54,0.05,0.001447
8722,-0.305,1,200,0.05,0.001322
8723,-9.59,0,47,0.05,0.001036
8724,-5.575,0,60,0.05,0.00079
8725,-8.6675,0,47,0.05,0.000983
8726,-9.1192,0,32,0.05,0.000844
8727,-8.355,0,47,0.05,0.00076
8728,-5.5642,0,63,0.05,0.001255
8729,-9.4458,0,47,0.05,0.001692
8730,-7.7642,0,47,0.05,0.000811
8731,12.6242,3,406,0.05,0.000988
8732,0.2158,1,197,0.05,0.00108
8733,1.3825,1,197,0.05,0.001223
8734,3.2583,1,197,0.05,0.00099
8735,9.62,2,291,0.05,0.00141
8736,12.1775,3,433,0.05,0.001382
8737,-8.8667,0,47,0.05,0.00099
8738,-9.59,0,47,0.05,0.001512
8739,1.2783,1,203,0.05,0.001194
8740,4.9108,2,326,0.05,0.001046
8741,2.7267,1,201,0.05,0.001384
8742,2.5692,1,197,0.05,0.001136
8743,-2.8808,1,105,0.05,0.00141
8744,11.4367,2,365,0.05,0.001218
8745,-6.3342,0,57,0.05,0.001105
8746,26.4542,4,664,0.05,0.00117
8747,-0.3883,1,197,0.05,0.001305
8748,-7.0692,0,66,0.05,0.001768
8749,4.1017,2,327,0.05,0.001242
8750,-5.7458,0,65,0.05,0.001544
8751,-8.1175,0,47,0.05,0.001324
8752,-8.1842,0,49,0.05,0.001291
8753,-3.4625,1,70,0.05,0.000989
8754,0.5575,1,197,0.05,0.001387
8755,-4.7525,1,120,0.05,0.001394
8756,-3.2067,1,203,0.05,0.001449
8757,-4.5683,1,88,0.05,0.000759
8758,-9.59,0,47,0.05,0.000752
8759,2.1008,1,195,0.05,0.001124
8760,14.4667,3,463,0.05,0.001069
8761,-8.3033,0,47,0.05,0.001015
8762,5.0425,2,353,0.05,0.00138
8763,-8.6325,0,47,0.05,0.001384
8764,-9.58,0,47,0.05,0.001023
8765,-7.7875,0,62,0.05,0.001287
8766,-2.1642,1,197,0.05,0.00142
8767,1.8775,1,205,0.05,0.001061
8768,-9.55,0,47,0.05,0.001304
8769,6.2,2,232,0.05,0.001598
8770,-9.4825,0,47,0.05,0.002033
8771,-2.3475,1,197,0.05,0.001633
8772,-7.3158,0,49,0.05,0.001299
8773,-9.58,0,47,0.05,0.00154
8774,-0.96,1,197,0.05,0.001213
8775,-8.2925,0,47,0.05,0.000861
8776,9.34,2,348,0.05,0.00128
8777,-2.7308,1,199,0.05,0.001119
8778,-7.5742,0,49,0.05,0.001222
8779,-6.7808,0,47,0.05,0.001358
8780,0.6733,1,197,0.05,0.001117
8781,-2.4817,1,178,0.05,0.001077
8782,2.475,2,239,0.05,0.001054
8783,-5.5867,1,85,0.05,0.001073
8784,-4.3925,1,156,0.05,0.00136
8785,-2.7467,1,197,0.05,0.001005
8786,-9.57,0,47,0.05,0.001406
8787,-9.615,0,47,0.05,0.002846
8788,6.7375,2,348,0.05,0.001108
8789,-6.7275,0,47,0.05,0.001051
8790,-9.63,0,47,0.05,0.001381
8791,10.1575,3,481,0.05,0.001268
8792,-7.5625,0,47,0.05,0.001135
8793,-6.6283,0,59,0.05,0.001127
8794,-2.3017,1,197,0.05,0.001516
8795,-1.6058,1,162,0.05,0.001603
8796,-6.4767,1,70,0.05,0.000646
8797,-4.4517,1,83,0.05,0.000982
8798,-8.8217,0,47,0.05,0.001286
8799,-6.395,1,67,0.05,0.00107
8800,-8.4017,0,47,0.05,0.001218
8801,-8.2808,0,49,0.05,0.002599
8802,-5.9917,0,57,0.05,0.001102
8803,-6.0508,0,60,0.05,0.001722
8804,-9.55,0,47,0.05,0.001622
8805,-0.94,1,197,0.05,0.001257
8806,-7.4033,0,47,0.05,0.002162
8807,-7.9058,0,47,0.05,0.001243
8808,-7.96,0,47,0.05,0.002004
8809,-5.4008,0,58,0.05,0.001371
8810,-0.2175,1,197,0.05,0.00107
8811,-9.59,0,47,0.05,0.001253
8812,7.0958,2,348,0.05,0.001079
8813,-3.7867,1,69,0.05,0.001505
8814,11.3158,3,499,0.05,0.001116
8815,-6.4358,0,59,0.05,0.000751
8816,13.7275,2,360,0.05,0.001974
8817,-9.62,0,47,0.05,0.000958
8818,-5.88,0,56,0.05,0.00158
8819,-6.0633,1,69,0.05,0.001297
8820,-9.2108,0,32,0.05,0.001105
8821,-9.5375,0,47,0.05,0.001114
8822,-8.3075,0,47,0.05,0.001532
8823,2.575,1,201,0.05,0.001506
8824,-0.3817,1,212,0.05,0.001225
8825,-6.0092,0,62,0.05,0.001792
8826,-7.9108,0,47,0.05,0.000864
8827,-8.0617,0,47,0.05,0.000875
8828,-9.2842,0,47,0.05,0.000808
8829,-9.475,0,47,0.05,0.001084
8830,2.1592,1,209,0.05,0.001295
8831,-8.4925,0,47,0.05,0.001599
8832,-9.5575,0,47,0.05,0.002282
8833,-8.8425,0,47,0.05,0.002845
8834,-4.8775,1,151,0.05,0.001479
8835,-1.64,1,197,0.05,0.001021
8836,-5.0083,1,69,0.05,0.001215
8837,2.5558,1,216,0.05,0.001248
8838,-2.0858,1,197,0.05,0.001048
8839,-7.42,0,56,0.05,0.001426
8840,1.7967,2,246,0.05,0.001431
8841,-8.5375,0,47,0.05,0.001288
8842,-7.8858,0,47,0.05,0.000576
8843,-5.8858,0,55,0.05,0.001843
8844,-9.4233,0,47,0.05,0.000587
8845,-6.6375,0,56,0.05,0.000544
8846,-1.1383,1,197,0.05,0.001176
8847,-0.8567,1,171,0.05,0.001333
8848,-8.4992,0,47,0.05,0.001657
8849,-8.5042,0,47,0.05,0.001269
8850,-7.6558,0,61,0.05,0.000949
8851,-8.7217,0,47,0.05,0.002165
8852,5.2308,2,276,0.05,0.001049
8853,1.7383,1,197,0.05,0.001212
8854,-5.4558,0,62,0.05,0.001121
8855,6.0992,2,285,0.05,0.001313
8856,-8.0792,0,47,0.05,0.000998
8857,-9.32,0,47,0.05,0.000926
8858,21.0725,3,475,0.05,0.001153
8859,-3.51,1,109,0.05,0.001466
8860,-8.2892,0,52,0.05,0.001433
8861,-3.3633,1,115,0.05,0.00132
8862,-6.3017,0,55,0.05,0.001582
8863,-7.4392,0,47,0.05,0.001304
8864,-5.6458,0,58,0.05,0.001019
8865,-8.575,0,47,0.05,0.001221
8866,-3.7317,1,99,0.05,0.000999
8867,1.5717,1,197,0.05,0.000965
8868,-5.0775,0,66,0.05,0.001511
8869,-6.8075,0,47,0.05,0.000565
8870,-4.3458,1,180,0.05,0.000941
8871,-1.4017,1,192,0.05,0.000952
8872,1.7392,1,197,0.05,0.001064
8873,-6.9842,0,47,0.05,0.001453
8874,-5.5875,0,60,0.05,0.001354
8875,5.5,2,365,0.05,0.001346
8876,-8.6417,0,47,0.05,0.001237
8877,-7.5492,0,47,0.05,0.000884
8878,-9.5142,0,47,0.05,0.001006
8879,-7.9533,0,47,0.05,0.001176
8880,-5.76,1,68,0.05,0.001378
8881,-9.6,0,47,0.05,0.001513
8882,-9.56,0,47,0.05,0.001009
8883,-7.0183,0,62,0.05,0.001196
8884,-9.5917,0,47,0.05,0.000971
8885,1.4033,1,197,0.05,0.001165
8886,-8.2242,0,47,0.05,0.001037
8887,-7.8875,0,47,0.05,0.00121
8888,-8.3192,0,47,0.05,0.001722
8889,-9.1817,0,47,0.05,0.001177
8890,-9.375,0,47,0.05,0.002232
8891,-3.1625,1,89,0.05,0.001475
8892,-6.705,0,55,0.05,0.000896
8893,-5.785,1,70,0.05,0.00125
8894,-8.9675,0,47,0.05,0.001521
8895,-8.625,0,52,0.05,0.001496
8896,-8.0208,0,47,0.05,0.002095
8897,-8.5633,0,57,0.05,0.001205
8898,-7.0842,1,70,0.05,0.001195
8899,-9.19,0,32,0.05,0.00132
8900,-7.3558,0,64,0.05,0.00144
8901,-8.6883,0,47,0.05,0.001823
8902,-7.1925,0,47,0.05,0.00105
8903,6.4517,2,283,0.05,0.000987
8904,-9.2917,0,47,0.05,0.000784
8905,-0.9425,1,197,0.05,0.001445
8906,-8.37,0,47,0.05,0.000952
8907,-8.1383,0,47,0.05,0.001911
8908,-3.7067,1,192,0.05,0.001363
8909,-9.0533,0,47,0.05,0.001262
8910,0.2817,1,184,0.05,0.001415
8911,-8.1525,0,47,0.05,0.001548
8912,3.04,1,211,0.05,0.00121
8913,-7.3125,0,47,0.05,0.001563
8914,-3.1108,1,197,0.05,0.000975
8915,1.1958,1,186,0.05,0.001391
8916,19.7667,3,499,0.05,0.001183
8917,-0.4725,1,211,0.05,0.001043
8918,1.28,2,218,0.05,0.002699
8919,-7.2467,0,59,0.05,0.001188
8920,2.275,2,273,0.05,0.001245
8921,1.5558,1,205,0.05,0.001002
8922,7.8283,2,348,0.05,0.0011
8923,1.9933,1,197,0.05,0.001136
8924,-9.2858,0,52,0.05,0.000978
8925,-2.36,1,197,0.05,0.000968
8926,-6.9683,0,47,0.05,0.001272
8927,-3.3525,1,96,0.05,0.001436
8928,-9.6,0,47,0.05,0.000937
8929,2.5725,2,348,0.05,0.001296
8930,-9.6,0,47,0.05,0.000942
8931,-8.8142,0,40,0.05,0.001076
8932,-2.935,1,137,0.05,0.001523
8933,8.4067,2,348,0.05,0.001318
8934,-2.9975,1,103,0.05,0.00135
8935,-4.7058,1,70,0.05,0.001177
8936,-0.2625,1,197,0.05,0.001117
8937,-0.6108,1,208,0.05,0.001128
8938,-6.4458,0,66,0.05,0.001366
8939,-9.58,0,47,0.05,0.000943
8940,9.8892,2,357,0.05,0.00142
8941,13.8592,3,386,0.05,0.001411
8942,-9.1367,0,47,0.05,0.001345
8943,2.4892,1,197,0.05,0.001066
8944,17.1858,3,388,0.05,0.001165
8945,11.6092,3,371,0.05,0.001136
8946,-9.1533,0,32,0.05,0.000559
8947,-9.61,0,47,0.05,0.001095
8948,4.4508,1,213,0.05,0.001101
8949,-5.2625,0,65,0.05,0.000941
8950,7.5908,2,348,0.05,0.001241
8951,-7.49,0,63,0.05,0.000962
8952,-2.2092,1,197,0.05,0.001308
8953,-1.4917,1,171,0.05,0.001521
8954,-9.61,0,47,0.05,0.000958
8955,3.2683,2,218,0.05,0.00152
8956,-9.5167,0,47,0.05,0.002642
8957,-3.9117,1,133,0.05,0.001696
8958,-9.59,0,47,0.05,0.001054
8959,-9.5258,0,47,0.05,0.001977
8960,-9.1967,0,32,0.05,0.002978
8961,-3.14,1,130,0.05,0.001579
8962,-4.8467,1,89,0.05,0.001142
8963,-8.2758,0,47,0.05,0.001459
8964,-7.3908,0,47,0.05,0.001217
8965,4.6275,2,348,0.05,0.001248
8966,-2.3642,1,170,0.05,0.001116
8967,-8.4017,0,47,0.05,0.00079
8968,-8.8167,0,47,0.05,0.000853
8969,-5.435,1,68,0.05,0.001658
8970,-0.375,1,197,0.05,0.001134
8971,-8.12,0,47,0.05,0.0019
8972,0.1317,1,197,0.05,0.001163
8973,-8.5433,0,47,0.05,0.001158
8974,-7.7258,0,47,0.05,0.001239
8975,1.0483,1,205,0.05,0.001376
8976,-9.57,0,47,0.05,0.001633
8977,2.6092,1,197,0.05,0.000951
8978,-7.305,0,47,0.05,0.001412
8979,3.5675,2,281,0.05,0.001298
8980,-5.4225,0,66,0.05,0.001032
8981,-6.61,0,61,0.05,0.001527
8982,-8.84,0,47,0.05,0.001151
8983,-2.7283,1,197,0.05,0.001157
8984,-2.6767,1,170,0.05,0.000974
8985,-8.425,0,47,0.05,0.000898
8986,-5.4942,0,60,0.05,0.001145
8987,-8.9233,0,47,0.05,0.00106
8988,-9.55,0,47,0.05,0.001311
8989,4.9117,2,327,0.05,0.001552
8990,6.9658,2,348,0.05,0.00109
8991,-3.7967,1,130,0.05,0.001078
8992,-8.7508,0,47,0.05,0.000893
8993,-8.62,0,47,0.05,0.000706
8994,-5.5667,1,68,0.05,0.001092
8995,-8.7725,0,47,0.05,0.00079
8996,2.1992,1,197,0.05,0.001254
8997,-6.5158,0,57,0.05,0.001151
8998,13.1217,3,501,0.05,0.001389
8999,-9.59,0,47,0.05,0.001585
9000,-9.56,0,47,0.05,0.00114
9001,-6.4867,0,58,0.05,0.001176
9002,-5.1217,1,86,0.05,0.001218
9003,-8.3417,0,47,0.05,0.001024
9004,13.9783,3,461,0.05,0.00122
9005,-9.5558,0,47,0.05,0.000517
9006,-9.4783,0,47,0.05,0.000734
9007,3.4425,1,192,0.05,0.001072
9008,-7.0075,1,68,0.05,0.001658
9009,11.0683,2,336,0.05,0.001259
9010,4.9733,2,220,0.05,0.00124
9011,-3.335,1,101,0.05,0.001187
9012,-2.9067,1,121,0.05,0.001194
9013,-5.9933,1,70,0.05,0.000904
9014,1.4183,1,197,0.05,0.001141
9015,-4.815,1,69,0.05,0.000863
9016,-9.6,0,47,0.05,0.001463
9017,-4.8458,1,68,0.05,0.001079
9018,-4.8633,1,68,0.05,0.001371
9019,-9.21,0,47,0.05,0.000519
9020,-7.2658,0,51,0.05,0.00132
9021,-5.71,0,59,0.05,0.00101
9022,4.5625,2,348,0.05,0.001093
9023,-1.0192,1,197,0.05,0.001466
9024,-3.8458,1,110,0.05,0.001564
9025,-7.5692,0,47,0.05,0.001151
9026,-9.19,0,32,0.05,0.001191
9027,-9.2108,0,32,0.05,0.001353
9028,-6.7275,0,56,0.05,0.001393
9029,-9.6,0,47,0.05,0.001385
9030,-2.135,1,208,0.05,0.00134
9031,-8.3475,0,47,0.05,0.001489
9032,-8.6333,0,47,0.05,0.001822
9033,-8.8958,0,50,0.05,0.001528
9034,-7.8642,0,47,0.05,0.001227
9035,-9.57,0,47,0.05,0.001262
9036,-0.3167,1,133,0.05,0.001188
9037,-9.61,0,47,0.05,0.000839
