episode,reward,score,steps,epsilon,loss
3704,4.6208,1,197,0.05,0.016481
3705,-8.1433,0,47,0.05,0.016966
3706,-0.2742,1,202,0.05,0.015269
3707,-9.5133,0,47,0.05,0.010128
3708,-3.8375,1,197,0.05,0.016188
3709,2.395,2,220,0.05,0.016962
3710,14.3483,3,444,0.05,0.01367
3711,28.87,4,650,0.05,0.015964
3712,-2.845,1,125,0.05,0.016779
3713,-1.7,1,197,0.05,0.014798
3714,-2.245,1,129,0.05,0.019404
3715,0.525,1,193,0.05,0.015555
3716,-6.4733,0,51,0.05,0.017874
3717,-5.26,1,70,0.05,0.009837
3718,-6.2242,0,51,0.05,0.010119
3719,-0.2458,1,138,0.05,0.013344
3720,-6.2242,0,61,0.05,0.012562
3721,-5.9958,0,65,0.05,0.018651
3722,-8.0617,0,47,0.05,0.016735
3723,-9.3125,0,47,0.05,0.015987
3724,-7.7242,0,58,0.05,0.02329
3725,-7.7342,0,47,0.05,0.013448
3726,7.1642,2,348,0.05,0.015412
3727,-8.9008,0,48,0.05,0.016803
3728,-9.4167,0,47,0.05,0.018895
3729,-8.6467,0,46,0.05,0.018262
3730,-9.5475,0,47,0.05,0.011867
3731,24.6042,4,650,0.05,0.015786
3732,-2.9308,1,111,0.05,0.0153
3733,7.4525,2,258,0.05,0.017208
3734,-0.4408,1,197,0.05,0.012777
3735,-6.19,0,61,0.05,0.008378
3736,0.605,1,197,0.05,0.013527
3737,4.9667,2,348,0.05,0.018166
3738,0.42,1,170,0.05,0.017112
3739,-9.55,0,47,0.05,0.016229
3740,-8.7308,0,59,0.05,0.021288
3741,26.4775,4,594,0.05,0.015833
3742,-7.7142,0,48,0.05,0.020678
3743,-5.9933,0,59,0.05,0.012817
3744,1.2817,1,209,0.05,0.014934
3745,-7.8992,0,47,0.05,0.013548
3746,0.9883,1,197,0.05,0.011935
3747,8.6717,2,352,0.05,0.018141
3748,35.2667,5,723,0.05,0.014444
3749,-4.0725,1,68,0.05,0.008963
3750,-8.6733,0,44,0.05,0.029168
3751,-3.8433,1,70,0.05,0.019019
3752,-9.5292,0,47,0.05,0.010293
3753,1.9925,1,209,0.05,0.015612
3754,29.2367,5,723,0.05,0.016363
3755,10.38,3,499,0.05,0.017605
3756,8.6133,2,348,0.05,0.016153
3757,1.3383,1,152,0.05,0.014909
3758,1.7075,1,197,0.05,0.014494
3759,12.5217,3,410,0.05,0.015708
3760,-7.9633,0,47,0.05,0.01281
3761,-8.1683,0,49,0.05,0.014115
3762,-1.9875,1,185,0.05,0.015612
3763,-9.4825,0,47,0.05,0.013197
3764,12.4625,2,351,0.05,0.01628
3765,-8.6142,0,47,0.05,0.012085
3766,1.5367,2,218,0.05,0.016985
3767,1.3792,1,217,0.05,0.012957
3768,3.8875,2,285,0.05,0.014041
3769,-4.7625,1,68,0.05,0.023415
3770,-7.345,0,47,0.05,0.013966
3771,-1.8217,1,197,0.05,0.015169
3772,-9.61,0,47,0.05,0.014593
3773,-3.025,1,104,0.05,0.01683
3774,-9.4208,0,47,0.05,0.018007
3775,-2.5483,1,197,0.05,0.016654
3776,-6.0658,0,57,0.05,0.013543
3777,-7.4867,0,47,0.05,0.011535
3778,0.1092,1,197,0.05,0.01646
3779,-7.65,0,56,0.05,0.012323
3780,0.5117,1,213,0.05,0.016811
3781,18.3875,4,650,0.05,0.014655
3782,-8.1408,0,47,0.05,0.020161
3783,-9.365,0,47,0.05,0.014381
3784,2.6183,1,216,0.05,0.015152
3785,17.6058,4,606,0.05,0.013995
3786,1.9267,1,204,0.05,0.018409
3787,-3.5383,1,172,0.05,0.015875
3788,-5.5917,0,65,0.05,0.017545
3789,1.3142,1,179,0.05,0.014681
3790,-0.7558,1,197,0.05,0.012245
3791,-6.2367,0,58,0.05,0.0156
3792,-6.7442,0,49,0.05,0.012352
3793,-5.7867,0,59,0.05,0.018391
3794,-5.3892,0,63,0.05,0.016816
3795,2.47,2,348,0.05,0.01297
3796,-2.025,1,133,0.05,0.014781
3797,-4.3392,1,70,0.05,0.017932
3798,0.145,1,197,0.05,0.016109
3799,-9.56,0,47,0.05,0.016
3800,-9.3175,0,47,0.05,0.012025
3801,5.4258,2,348,0.05,0.013461
3802,-8.705,0,47,0.05,0.018466
3803,-5.1408,0,62,0.05,0.021
3804,-8.35,0,47,0.05,0.01827
3805,-8.2142,0,47,0.05,0.013476
3806,6.0625,2,220,0.05,0.014836
3807,10.365,2,304,0.05,0.014105
3808,14.75,3,449,0.05,0.014065
3809,0.56,1,197,0.05,0.017434
3810,-9.2842,0,47,0.05,0.015337
3811,-1.25,1,197,0.05,0.015603
3812,-3.7667,1,68,0.05,0.008167
3813,5.9092,2,342,0.05,0.015881
3814,5.3708,2,331,0.05,0.012431
3815,-5.5108,0,64,0.05,0.014771
3816,-1.2392,1,138,0.05,0.018981
3817,10.0675,2,367,0.05,0.013547
3818,-9.59,0,47,0.05,0.011669
3819,-9.62,0,47,0.05,0.024248
3820,7.835,2,348,0.05,0.014518
3821,2.7108,1,197,0.05,0.010836
3822,-1.3617,1,197,0.05,0.011494
3823,-0.5583,1,197,0.05,0.016728
3824,-7.6942,0,53,0.05,0.019231
3825,-7.6542,0,47,0.05,0.008474
3826,13.4508,2,348,0.05,0.014563
3827,0.7717,1,164,0.05,0.015831
3828,7.7475,2,353,0.05,0.015051
3829,-2.5908,1,159,0.05,0.015987
3830,-5.6358,1,126,0.05,0.013975
3831,15.6108,2,368,0.05,0.013751
3832,6.3575,2,220,0.05,0.013769
3833,-8.2342,0,47,0.05,0.008843
3834,-1.1408,1,197,0.05,0.015156
3835,4.2142,1,214,0.05,0.012778
3836,0.6075,1,183,0.05,0.015337
3837,-1.5958,1,197,0.05,0.010617
3838,-9.63,0,47,0.05,0.015341
3839,-5.0542,1,77,0.05,0.014463
3840,-0.6083,1,197,0.05,0.017053
3841,-7.7175,0,49,0.05,0.014588
3842,11.4383,2,308,0.05,0.013985
3843,-6.8592,0,56,0.05,0.015054
3844,11.1983,2,348,0.05,0.013992
3845,-9.65,0,47,0.05,0.019846
3846,14.6717,3,414,0.05,0.015767
3847,-9.0067,0,47,0.05,0.011707
3848,-6.2792,0,65,0.05,0.019027
3849,2.2575,1,198,0.05,0.016609
3850,0.7925,1,197,0.05,0.015507
3851,-4.8,0,66,0.05,0.014541
3852,-6.0417,0,64,0.05,0.011803
3853,-0.5583,1,199,0.05,0.014422
3854,4.0975,2,218,0.05,0.017012
3855,-5.3292,1,69,0.05,0.01848
3856,-1.3258,1,197,0.05,0.012705
3857,-9.59,0,47,0.05,0.014339
3858,-7.62,0,47,0.05,0.011491
3859,-5.6625,0,65,0.05,0.017331
3860,-3.91,1,151,0.05,0.014631
3861,-8.22,0,47,0.05,0.018638
3862,28.3775,4,650,0.05,0.014368
3863,5.0242,2,348,0.05,0.013417
3864,-8.5292,0,47,0.05,0.018323
3865,8.8875,2,348,0.05,0.012988
3866,-9.63,0,47,0.05,0.010054
3867,21.9483,3,512,0.05,0.012891
3868,-7.5317,0,47,0.05,0.013263
3869,-7.0067,0,64,0.05,0.010575
3870,-7.4092,0,56,0.05,0.018177
3871,-2.0742,1,141,0.05,0.016343
3872,-1.9392,1,106,0.05,0.013254
3873,-6.9908,0,62,0.05,0.021605
3874,-7.4908,0,47,0.05,0.009324
3875,-7.7858,0,52,0.05,0.016247
3876,0.2908,1,197,0.05,0.014012
3877,-9.55,0,47,0.05,0.013414
3878,-9.6,0,47,0.05,0.017498
3879,3.5892,2,258,0.05,0.014842
3880,17.7283,4,521,0.05,0.014194
3881,-8.3883,0,47,0.05,0.008217
3882,10.6225,2,348,0.05,0.015725
3883,9.2975,2,288,0.05,0.012553
3884,10.1058,2,348,0.05,0.013091
3885,4.0392,2,308,0.05,0.011561
3886,-7.78,0,47,0.05,0.014656
3887,-8.9967,0,47,0.05,0.011639
3888,-9.1767,0,47,0.05,0.016979
3889,10.5642,2,348,0.05,0.014902
3890,-9.0,0,47,0.05,0.016143
3891,-9.5392,0,47,0.05,0.020678
3892,1.88,1,197,0.05,0.016371
3893,-9.66,0,47,0.05,0.01204
3894,-1.8808,1,161,0.05,0.016473
3895,-4.0642,1,69,0.05,0.014441
3896,8.8042,2,348,0.05,0.013991
3897,-1.755,1,144,0.05,0.013161
3898,2.9675,1,197,0.05,0.013265
3899,12.4633,2,348,0.05,0.01485
3900,4.6408,1,216,0.05,0.012722
3901,-6.8783,0,56,0.05,0.015495
3902,-8.0458,0,47,0.05,0.008714
3903,17.4975,3,369,0.05,0.014443
3904,20.5658,4,628,0.05,0.015595
3905,-7.53,0,47,0.05,0.0199
3906,-2.0583,1,197,0.05,0.014239
3907,-7.7142,0,47,0.05,0.014816
3908,-5.0867,0,63,0.05,0.017921
3909,0.9392,1,197,0.05,0.015163
3910,-9.6,0,47,0.05,0.014837
3911,12.5267,2,348,0.05,0.012739
3912,0.9108,1,158,0.05,0.015413
3913,-7.7208,0,47,0.05,0.009295
3914,-8.5283,0,47,0.05,0.009794
3915,-6.9367,0,47,0.05,0.014136
3916,3.5167,1,214,0.05,0.010684
3917,3.7775,1,197,0.05,0.017541
3918,-8.3625,0,48,0.05,0.011072
3919,-0.2758,1,168,0.05,0.016685
3920,-9.55,0,47,0.05,0.014092
3921,-9.61,0,47,0.05,0.006573
3922,-9.6858,0,47,0.05,0.011554
3923,1.7925,1,197,0.05,0.017304
3924,14.45,3,456,0.05,0.012386
3925,1.5242,2,221,0.05,0.014527
3926,-4.51,1,70,0.05,0.012218
3927,0.6558,1,197,0.05,0.015044
3928,8.32,2,348,0.05,0.01318
3929,-9.59,0,47,0.05,0.013501
3930,-8.2467,0,47,0.05,0.010498
3931,-6.185,0,62,0.05,0.016163
3932,0.325,1,197,0.05,0.013913
3933,-6.8917,0,47,0.05,0.016077
3934,-8.225,0,47,0.05,0.014876
3935,-9.59,0,47,0.05,0.017501
3936,-8.5117,0,47,0.05,0.014938
3937,14.365,3,499,0.05,0.013054
3938,5.4342,2,348,0.05,0.014197
3939,13.4042,3,420,0.05,0.012705
3940,7.2033,2,348,0.05,0.015472
3941,-9.61,0,47,0.05,0.011789
3942,20.2975,4,605,0.05,0.014395
3943,-5.855,0,63,0.05,0.014933
3944,4.1733,1,209,0.05,0.012462
3945,-4.4325,1,109,0.05,0.014636
3946,-9.56,0,47,0.05,0.021036
3947,-7.7775,0,47,0.05,0.011149
3948,24.0567,3,499,0.05,0.012955
3949,3.31,1,207,0.05,0.01591
3950,-6.2392,0,61,0.05,0.011349
3951,-2.7958,1,137,0.05,0.0146
3952,-6.9367,0,50,0.05,0.019039
3953,-9.55,0,47,0.05,0.013591
3954,1.1325,1,205,0.05,0.01193
3955,1.77,1,197,0.05,0.014973
3956,-8.1233,0,47,0.05,0.011642
3957,-6.0317,0,61,0.05,0.013771
3958,-4.7017,1,123,0.05,0.01165
3959,-7.145,0,54,0.05,0.013457
3960,-6.3117,0,62,0.05,0.01077
3961,-9.62,0,47,0.05,0.010671
3962,-5.5667,1,197,0.05,0.018234
3963,15.5067,3,499,0.05,0.014866
3964,-9.62,0,47,0.05,0.012218
3965,0.2658,1,200,0.05,0.01684
3966,-7.3992,0,57,0.05,0.013465
3967,10.02,2,348,0.05,0.014018
3968,-9.68,0,47,0.05,0.014756
3969,-8.1817,0,47,0.05,0.015683
3970,-7.1867,0,47,0.05,0.016487
3971,14.2425,2,348,0.05,0.014864
3972,5.2067,2,263,0.05,0.013061
3973,-7.7,0,47,0.05,0.007119
3974,0.6308,1,211,0.05,0.015004
3975,-7.4467,0,62,0.05,0.01251
3976,8.1308,2,348,0.05,0.013874
3977,-8.8408,0,47,0.05,0.007235
3978,-7.5208,0,47,0.05,0.023235
3979,-5.625,0,63,0.05,0.009464
3980,4.1592,2,218,0.05,0.015937
3981,-7.5567,0,47,0.05,0.01104
3982,-7.6908,0,47,0.05,0.013567
3983,0.8933,1,180,0.05,0.013115
3984,8.4767,2,347,0.05,0.013086
3985,-7.8908,0,47,0.05,0.015948
3986,-9.55,0,47,0.05,0.010751
3987,9.3292,2,289,0.05,0.013405
3988,-7.9658,0,51,0.05,0.012371
3989,-8.5767,0,47,0.05,0.021084
3990,-9.71,0,47,0.05,0.015325
3991,0.2975,1,197,0.05,0.016376
3992,16.2942,3,450,0.05,0.01331
3993,-3.1908,1,182,0.05,0.012868
3994,-9.57,0,47,0.05,0.006587
3995,-0.0225,1,197,0.05,0.0133
3996,-9.6,0,47,0.05,0.016172
3997,-7.865,0,47,0.05,0.014045
3998,-3.7475,1,69,0.05,0.020618
3999,-9.61,0,47,0.05,0.009766
4000,-8.1508,0,47,0.05,0.013087
4001,29.4992,4,594,0.05,0.01393
4002,13.9033,3,370,0.05,0.014493
4003,-5.7883,0,62,0.05,0.013359
4004,-8.97,0,47,0.05,0.016084
4005,-9.61,0,47,0.05,0.012996
4006,1.2967,1,196,0.05,0.011868
4007,-9.5408,0,47,0.05,0.011789
4008,6.2783,2,348,0.05,0.013303
4009,15.8358,3,499,0.05,0.012291
4010,33.275,5,690,0.05,0.011359
4011,-5.9425,0,64,0.05,0.014784
4012,24.7933,4,588,0.05,0.013728
4013,20.47,3,499,0.05,0.014215
4014,-5.3108,1,86,0.05,0.014477
4015,-0.79,1,197,0.05,0.013077
4016,7.3308,2,326,0.05,0.012833
4017,-0.1875,1,197,0.05,0.01251
4018,-2.475,1,125,0.05,0.016528
4019,-5.1983,1,67,0.05,0.009684
4020,6.4892,2,219,0.05,0.013497
4021,6.7583,2,284,0.05,0.016878
4022,-7.9883,0,47,0.05,0.014756
4023,-7.4425,0,47,0.05,0.010827
4024,3.7758,1,197,0.05,0.01126
4025,-6.16,1,69,0.05,0.025267
4026,-7.5783,0,50,0.05,0.011156
4027,-2.6008,1,142,0.05,0.012862
4028,-0.4808,1,197,0.05,0.015801
4029,-2.1983,1,130,0.05,0.017253
4030,-5.265,0,66,0.05,0.010646
4031,10.8592,2,365,0.05,0.012652
4032,-4.8725,1,68,0.05,0.015168
4033,2.2817,1,197,0.05,0.011668
4034,0.5075,1,206,0.05,0.015321
4035,-7.385,0,47,0.05,0.017244
4036,-9.62,0,47,0.05,0.021316
4037,0.1375,1,197,0.05,0.011801
4038,5.8408,2,220,0.05,0.012253
4039,-9.55,0,47,0.05,0.011838
4040,-8.505,0,51,0.05,0.014695
4041,9.9783,2,279,0.05,0.012711
4042,-6.8358,1,69,0.05,0.016181
4043,-9.65,0,47,0.05,0.013849
4044,6.6467,1,208,0.05,0.0147
4045,18.0633,3,372,0.05,0.014394
4046,-2.2633,1,171,0.05,0.012898
4047,19.3392,3,447,0.05,0.013036
4048,-1.7425,1,126,0.05,0.014294
4049,-6.87,0,47,0.05,0.021657
4050,-4.4033,1,118,0.05,0.012554
4051,-8.7133,0,47,0.05,0.009388
4052,-3.7483,1,108,0.05,0.017543
4053,-9.59,0,47,0.05,0.016073
4054,-7.4542,0,49,0.05,0.016078
4055,-9.6,0,47,0.05,0.010306
4056,14.2292,3,371,0.05,0.013267
4057,0.6258,1,197,0.05,0.009846
4058,4.1925,1,192,0.05,0.014953
4059,-8.4842,0,47,0.05,0.017984
4060,30.46,5,727,0.05,0.013869
4061,-0.1483,1,197,0.05,0.015
4062,-7.2567,0,47,0.05,0.011044
4063,16.215,3,418,0.05,0.016696
4064,-1.4,1,197,0.05,0.011216
4065,-7.4233,0,47,0.05,0.013588
4066,-6.4175,0,52,0.05,0.012562
4067,-1.0425,1,197,0.05,0.014989
4068,112.9158,13,2028,0.05,0.013877
4069,-7.8217,0,50,0.05,0.013943
4070,-1.6108,1,174,0.05,0.016043
4071,-8.3725,0,47,0.05,0.013089
4072,2.2783,1,197,0.05,0.01573
4073,1.655,1,197,0.05,0.01348
4074,0.7817,1,203,0.05,0.012388
4075,4.605,2,218,0.05,0.014198
4076,11.2842,2,348,0.05,0.013197
4077,-8.7992,0,47,0.05,0.010576
4078,4.255,1,204,0.05,0.01239
4079,-9.7,0,47,0.05,0.014687
4080,-7.7508,0,47,0.05,0.012274
4081,15.315,3,369,0.05,0.013318
4082,1.35,1,213,0.05,0.014161
4083,10.2117,3,447,0.05,0.012416
4084,8.9908,2,290,0.05,0.013615
4085,-9.0875,0,54,0.05,0.014497
4086,8.1175,2,348,0.05,0.014226
4087,-2.0,1,163,0.05,0.014796
4088,-6.945,0,66,0.05,0.012272
4089,-3.865,1,68,0.05,0.010796
4090,-9.67,0,47,0.05,0.011536
4091,-9.6,0,47,0.05,0.010859
4092,-7.4117,0,47,0.05,0.015877
4093,-6.1625,0,61,0.05,0.011085
4094,-7.7392,0,47,0.05,0.008297
4095,-8.6875,0,47,0.05,0.011712
4096,-7.5992,0,62,0.05,0.011743
4097,10.2542,2,348,0.05,0.015536
4098,3.6275,2,294,0.05,0.013193
4099,0.4667,1,197,0.05,0.010567
4100,-7.0542,0,47,0.05,0.011248
4101,-9.61,0,47,0.05,0.012211
4102,-3.625,1,70,0.05,0.012794
4103,2.0133,1,193,0.05,0.010549
4104,-7.9117,0,47,0.05,0.008873
4105,0.4017,1,197,0.05,0.013627
4106,-9.55,0,47,0.05,0.011609
4107,42.2433,6,952,0.05,0.012342
4108,-2.0267,1,162,0.05,0.011077
4109,-8.1242,0,47,0.05,0.016397
4110,8.2717,2,348,0.05,0.012078
4111,-7.3008,0,47,0.05,0.013212
4112,-5.6642,0,62,0.05,0.016583
4113,-7.125,0,47,0.05,0.01061
4114,-2.3883,1,129,0.05,0.013163
4115,13.065,2,367,0.05,0.012867
4116,-7.5767,0,47,0.05,0.012586
4117,-7.1417,0,47,0.05,0.016166
4118,6.6158,2,348,0.05,0.013884
4119,-5.075,1,67,0.05,0.016176
4120,22.055,3,495,0.05,0.012467
4121,-6.7767,1,69,0.05,0.010508
4122,-7.8242,0,64,0.05,0.017132
4123,-7.9058,0,47,0.05,0.01689
4124,-9.61,0,47,0.05,0.011461
4125,5.9117,2,220,0.05,0.014192
4126,-8.1142,0,47,0.05,0.012725
4127,-7.7883,0,47,0.05,0.010626
4128,-6.1058,1,70,0.05,0.00976
4129,-7.3233,0,47,0.05,0.0173
4130,24.2967,4,584,0.05,0.012911
4131,-8.2158,0,52,0.05,0.017786
4132,14.2425,3,461,0.05,0.014295
4133,-7.1592,0,53,0.05,0.008315
4134,-9.71,0,47,0.05,0.012767
4135,4.5117,2,219,0.05,0.015839
4136,-5.81,0,66,0.05,0.01462
4137,-2.2,1,129,0.05,0.010627
4138,8.1283,2,320,0.05,0.014025
4139,-8.3217,0,50,0.05,0.012179
4140,-6.0167,0,61,0.05,0.013652
4141,-0.125,1,197,0.05,0.01159
4142,-1.3375,1,209,0.05,0.012696
4143,-7.8917,0,47,0.05,0.015815
4144,12.2075,2,341,0.05,0.010003
4145,20.2417,3,516,0.05,0.010795
4146,-1.4067,1,197,0.05,0.012393
4147,-4.4525,1,67,0.05,0.01352
4148,-0.7567,1,197,0.05,0.011428
4149,-1.12,1,192,0.05,0.012857
4150,10.8067,2,358,0.05,0.011566
4151,0.2142,1,197,0.05,0.013969
4152,-9.56,0,47,0.05,0.011788
4153,18.4267,3,499,0.05,0.012778
4154,-0.1517,1,197,0.05,0.014578
4155,22.74,3,518,0.05,0.011485
4156,-8.6908,0,47,0.05,0.009286
4157,-2.23,1,197,0.05,0.011658
4158,6.25,2,290,0.05,0.010804
4159,-7.98,0,47,0.05,0.009587
4160,-4.5808,1,70,0.05,0.008067
4161,0.6717,1,176,0.05,0.011796
4162,-3.6675,1,197,0.05,0.013583
4163,-7.5908,0,60,0.05,0.017462
4164,-4.5158,1,68,0.05,0.014489
4165,-9.66,0,47,0.05,0.006892
4166,-6.9892,0,56,0.05,0.009961
4167,11.8308,3,372,0.05,0.012289
4168,7.7025,2,348,0.05,0.010688
4169,-7.0625,1,69,0.05,0.011609
4170,-6.7533,0,47,0.05,0.013505
4171,-6.2392,0,64,0.05,0.009874
4172,7.8058,2,348,0.05,0.011765
4173,-1.9533,1,197,0.05,0.01216
4174,5.58,2,315,0.05,0.012952
4175,-1.1442,1,197,0.05,0.011402
4176,-0.705,1,197,0.05,0.012753
4177,2.8508,1,197,0.05,0.013947
4178,4.2975,2,218,0.05,0.012479
4179,-4.715,1,87,0.05,0.014008
4180,-8.4433,0,47,0.05,0.014017
4181,24.345,4,602,0.05,0.011301
4182,4.855,1,213,0.05,0.009161
4183,1.8075,1,172,0.05,0.011733
4184,-1.2375,2,221,0.05,0.012143
4185,20.4608,3,516,0.05,0.012336
4186,2.0992,1,197,0.05,0.011934
4187,23.2158,3,508,0.05,0.011893
4188,6.6942,2,258,0.05,0.010287
4189,-2.1317,1,158,0.05,0.014089
4190,-6.8058,0,47,0.05,0.009162
4191,-7.6017,0,47,0.05,0.011782
4192,4.2192,2,348,0.05,0.011691
4193,12.63,2,368,0.05,0.011232
4194,-9.5417,0,47,0.05,0.013464
4195,-7.4825,0,53,0.05,0.013621
4196,-7.4542,0,56,0.05,0.011279
4197,-1.4183,1,197,0.05,0.011205
4198,-5.7108,0,65,0.05,0.01087
4199,-0.7067,1,197,0.05,0.010648
4200,-5.9392,0,55,0.05,0.01222
4201,-9.4408,0,47,0.05,0.012935
4202,-5.8192,0,59,0.05,0.011038
4203,4.0817,1,197,0.05,0.011126
4204,-4.0275,1,167,0.05,0.012271
4205,-8.3025,0,47,0.05,0.011257
4206,2.1975,1,207,0.05,0.013496
4207,-1.8192,1,197,0.05,0.012958
4208,1.0092,1,183,0.05,0.011264
4209,5.2175,1,209,0.05,0.012723
4210,-0.5075,1,197,0.05,0.011035
4211,6.0092,2,336,0.05,0.011049
4212,2.3508,1,212,0.05,0.011566
4213,-5.0233,1,67,0.05,0.007253
4214,-1.1567,1,197,0.05,0.010838
4215,14.9883,2,362,0.05,0.010666
4216,-6.7083,0,64,0.05,0.013292
4217,9.4483,2,360,0.05,0.011258
4218,8.1842,2,352,0.05,0.012497
4219,-8.5475,0,43,0.05,0.011318
4220,-1.2483,1,165,0.05,0.0121
4221,-8.1158,0,47,0.05,0.007016
4222,9.0533,2,348,0.05,0.010402
4223,43.2842,6,912,0.05,0.011639
4224,14.405,3,393,0.05,0.010247
4225,2.8975,1,197,0.05,0.011335
4226,2.2883,1,197,0.05,0.012843
4227,-3.92,1,147,0.05,0.007181
4228,1.365,1,197,0.05,0.01457
4229,-8.0683,0,49,0.05,0.015057
4230,-8.2117,0,47,0.05,0.009847
4231,-9.57,0,47,0.05,0.01269
4232,-9.5608,0,47,0.05,0.009499
4233,-7.5042,0,47,0.05,0.008461
4234,-6.78,1,69,0.05,0.014943
4235,-8.795,0,47,0.05,0.010219
4236,-7.7933,0,47,0.05,0.00901
4237,19.5392,3,369,0.05,0.009875
4238,28.0808,4,650,0.05,0.011033
4239,8.8892,2,364,0.05,0.012213
4240,14.6758,2,357,0.05,0.013608
4241,1.2942,1,197,0.05,0.010495
4242,-9.56,0,47,0.05,0.012863
4243,-6.8067,0,66,0.05,0.008753
4244,1.6933,1,203,0.05,0.014377
4245,-3.3533,1,114,0.05,0.010449
4246,-6.8625,0,47,0.05,0.010173
4247,10.0892,2,348,0.05,0.011597
4248,-6.5483,0,47,0.05,0.006837
4249,18.88,4,520,0.05,0.010532
4250,6.615,1,217,0.05,0.010672
4251,9.7992,2,291,0.05,0.011827
4252,-1.0775,1,197,0.05,0.010694
4253,7.3217,2,301,0.05,0.011198
4254,-0.415,1,197,0.05,0.010654
4255,-9.55,0,47,0.05,0.010672
4256,0.7175,1,197,0.05,0.01303
4257,-7.7258,0,49,0.05,0.010705
4258,18.0717,3,477,0.05,0.011445
4259,13.1067,2,348,0.05,0.012298
4260,-7.5983,0,47,0.05,0.005333
4261,-9.5383,0,47,0.05,0.009067
4262,17.5442,3,499,0.05,0.010855
4263,-5.055,0,64,0.05,0.007965
4264,-3.4525,1,156,0.05,0.00836
4265,-1.3517,1,154,0.05,0.009027
4266,-2.7867,1,120,0.05,0.010839
4267,-6.3975,0,55,0.05,0.009712
4268,-6.9817,0,55,0.05,0.01211
4269,10.0592,2,348,0.05,0.010972
4270,-1.7675,1,131,0.05,0.010657
4271,-9.62,0,47,0.05,0.006522
4272,-9.55,0,47,0.05,0.011526
4273,-8.3075,0,47,0.05,0.007155
4274,-7.6633,0,51,0.05,0.010569
4275,-8.085,0,52,0.05,0.012012
4276,-8.3017,0,44,0.05,0.01096
4277,-1.7667,1,197,0.05,0.011708
4278,-8.2908,0,47,0.05,0.009167
4279,-6.6267,0,51,0.05,0.009433
4280,7.0842,2,269,0.05,0.012813
4281,-8.3483,0,47,0.05,0.010656
4282,-4.2642,1,69,0.05,0.010644
4283,12.4017,2,363,0.05,0.010286
4284,-9.3917,0,47,0.05,0.008295
4285,4.745,2,324,0.05,0.00989
4286,3.435,1,201,0.05,0.010186
4287,-5.8817,0,56,0.05,0.009726
4288,-7.4608,0,47,0.05,0.008699
4289,-0.795,1,197,0.05,0.009888
4290,-2.3892,1,175,0.05,0.01177
4291,-6.325,0,61,0.05,0.010853
4292,4.2675,1,197,0.05,0.009164
4293,-7.975,0,47,0.05,0.011257
4294,1.9,1,197,0.05,0.011162
4295,10.1192,2,348,0.05,0.010417
4296,-6.6467,0,48,0.05,0.008358
4297,-7.5008,0,47,0.05,0.009691
4298,13.6325,2,327,0.05,0.009078
4299,-7.7017,0,47,0.05,0.013307
4300,-2.9392,1,106,0.05,0.009355
4301,1.7383,1,197,0.05,0.010242
4302,-5.8867,0,64,0.05,0.01103
4303,-9.4158,0,47,0.05,0.009196
4304,-7.5483,0,50,0.05,0.012202
4305,-2.5567,1,197,0.05,0.010603
4306,-9.2467,0,47,0.05,0.008001
4307,1.6942,1,197,0.05,0.011628
4308,-9.71,0,47,0.05,0.009927
4309,-5.9117,0,63,0.05,0.010403
4310,13.8617,2,367,0.05,0.00992
4311,-7.595,0,47,0.05,0.008241
4312,-5.5958,0,62,0.05,0.008323
4313,-5.065,1,96,0.05,0.00781
4314,12.5983,3,423,0.05,0.009171
4315,-8.8883,0,39,0.05,0.008642
4316,7.8192,2,364,0.05,0.009572
4317,13.4358,3,433,0.05,0.009391
4318,1.2883,1,142,0.05,0.011345
4319,-7.4183,0,47,0.05,0.00851
4320,6.5258,2,289,0.05,0.008476
4321,4.4117,2,220,0.05,0.009472
4322,-5.2958,0,61,0.05,0.018148
4323,-7.3092,0,63,0.05,0.009529
4324,-9.2667,0,47,0.05,0.011589
4325,-9.56,0,47,0.05,0.010248
4326,0.3958,1,197,0.05,0.010641
4327,-8.5733,0,47,0.05,0.012593
4328,-7.2642,0,59,0.05,0.009635
4329,-4.2567,1,69,0.05,0.011411
4330,0.4725,1,162,0.05,0.009084
4331,-5.3792,0,66,0.05,0.006726
4332,-9.2267,0,47,0.05,0.009051
4333,8.6525,2,324,0.05,0.010438
4334,5.6267,2,218,0.05,0.010004
4335,-7.8792,0,47,0.05,0.013816
4336,-8.1133,0,47,0.05,0.008469
4337,-7.52,0,63,0.05,0.010117
4338,5.1742,2,220,0.05,0.009457
4339,-4.55,1,69,0.05,0.01153
4340,11.1733,2,348,0.05,0.008646
4341,-0.3875,1,177,0.05,0.010272
4342,-4.715,1,144,0.05,0.008973
4343,-7.39,0,47,0.05,0.012401
4344,-4.77,1,70,0.05,0.01139
4345,38.1358,5,751,0.05,0.010215
4346,-6.5525,0,64,0.05,0.00907
4347,-8.2342,0,47,0.05,0.010077
4348,0.1258,1,197,0.05,0.010187
4349,-5.0967,1,69,0.05,0.014016
4350,9.3808,2,348,0.05,0.0094
4351,15.8375,3,370,0.05,0.009767
4352,27.7483,4,523,0.05,0.009819
4353,-6.4508,1,68,0.05,0.013664
4354,1.2992,1,197,0.05,0.011044
4355,-0.6742,1,197,0.05,0.009331
4356,-8.5258,0,47,0.05,0.010079
4357,1.2075,1,191,0.05,0.011104
